,population,distance_from_Beijing,R_0 1.5,R_0 2,R_0 3,R_0 4,R_0 5,R_0 6,Total_route_length_m,travel_time_S,travel_time_S_Google,DegreeCentrality,EigenvectorCentrality,PageRank,WeightedPersonalizedPagerank,Hubs,BetweennessCentrality,WeightedPersonalizedPagerankWuhanOutflow,WeightedPersonalizedPagerankBeijingInflow
Lingshuilizuzizhixian_469028,331835.668905735,4396028.704281633,160,92,55,41,34,30,3154314.558000003,54128.39999999988,108000,1.7256637168141593,0.000377667227549,0.0015214057371314,0.0005248782335704,8.807092251136981e-05,8.807092251136981e-05,0.0003859631317055,0.0004809248456148
Baotinglizumiaozuzizhixian_469029,191801.3688354492,4387052.161343826,176,103,63,45,39,34,3154314.558000003,54128.39999999988,111600,1.294985250737463,8.738641647160031e-05,0.0008773788034691,0.0001471731859631,1.9218472507001605e-05,1.9218472507001605e-05,0.0001177672735566,0.000170057937092
Qiongzhonglizumiaozuzizhixian_469030,185959.1976547241,4332863.090233547,195,115,70,55,43,38,3154314.558000003,54128.39999999988,104400,1.176991150442478,8.410103134962042e-05,0.0008588184491501,0.0001045515193682,1.900601053252242e-05,1.900601053252242e-05,9.764708462594894e-05,0.0001307351184881
Chongqingshi_500000,27165270.085970875,3058829.685052716,191,111,66,48,40,36,2017227.943,38074.09999999997,66180,0.6047197640117994,7.217526023167567e-107,0.0004411764705882,0.0,-0.0,-0.0,0.0,0.0058963870861824
Chengdushi_510100,17751779.347988844,2797098.9643136524,185,105,62,45,38,33,2206295.100999997,36817.29999999997,70200,1.6017699115044248,0.0226910339510289,0.0202904316278655,0.0133488499678847,0.0051650829257006,0.0051650829257006,0.0114378196303283,0.0085683420474313
Zigongshi_510300,2330002.3104758263,3001836.2332749576,221,129,77,59,45,39,2444532.0759999985,40274.89999999997,72180,1.7345132743362832,0.0040660455079338,0.0021854619868226,0.0009775439013305,0.0009253903411478,0.0009253903411478,0.0009293995525107,0.0005674257593725
Panzhihuashi_510400,1349030.7313456538,3011136.543008598,229,133,79,61,46,42,2929374.321999998,51179.09999999998,97200,1.5132743362831858,0.00043233467069,0.0012804694743953,0.0003751260990214,0.0001005869849786,0.0001005869849786,0.0003876885193381,0.0002702071892872
Luzhoushi_510500,4304963.202692032,3122955.8741653017,224,129,77,60,45,40,2560227.4389999984,44165.09999999999,77580,1.7994100294985251,0.0049769298918748,0.0026841889897991,0.0013586356277053,0.0012988320266612,0.0012988320266612,0.0013192501076903,0.0007891220568912
Deyangshi_510600,3477987.6077637672,2801618.2744597127,206,120,72,56,43,38,2126902.2179999994,35103.799999999974,67020,1.7699115044247788,0.0099527276131816,0.0039998332643056,0.0029328960805865,0.0022742099264178,0.0022742099264178,0.0020406888540479,0.0013010267028435
Mianyangshi_510700,4170227.361711621,2687583.670486138,199,114,68,49,41,36,2072810.8770000008,34521.99999999994,65880,1.823008849557522,0.008302709126619,0.0039174990755346,0.002427014857774,0.0018741274868782,0.0018741274868782,0.002035076562823,0.0013971671176189
Guangyuanshi_510800,2020670.4973174331,2776012.3328103954,200,115,69,48,40,36,1904417.564000001,33340.799999999974,61320,1.7492625368731562,0.0015812011517971,0.001971570332388,0.0011920326861836,0.0003700168876921,0.0003700168876921,0.0009185410405704,0.0006294711829601
Suiningshi_510900,3057156.657436848,2956034.29343047,218,127,76,59,45,39,2202477.000999997,36555.99999999997,65640,1.71976401179941,0.004235702995142,0.0021534511322707,0.0010408762576479,0.0010469419841659,0.0010469419841659,0.0009851323669176,0.0006167527361707
Neijiangshi_511000,3304456.780974865,2986663.0962917963,223,130,78,60,45,40,2379530.953999998,39671.199999999975,71640,1.7345132743362832,0.0067082631486999,0.0026213449936314,0.0012558545197292,0.0016046856328208,0.0016046856328208,0.0011907298612984,0.0007240411198186
Leshanshi_511100,3169027.786043405,2917307.966064014,212,123,74,57,44,38,2459354.169999999,41362.99999999999,80400,1.7345132743362832,0.0056836278660991,0.0027638154324722,0.0014322373868771,0.0012596946944053,0.0012596946944053,0.0012680389320977,0.0008406624808836
Nanchongshi_511300,5802755.708249569,2939188.136628332,218,126,75,59,45,39,1993060.7250000008,34736.799999999945,62340,1.7994100294985251,0.0066381268350727,0.0033333854443867,0.0020093292248148,0.0016193857752437,0.0016193857752437,0.0018528107008029,0.0010336493027801
Meishanshi_511400,2768210.6570940022,2887977.733230626,207,120,72,56,43,38,2335303.4569999967,39132.19999999996,73140,1.7315634218289084,0.0111833366884589,0.0039253554068192,0.002781178427508,0.0025398678505464,0.0025398678505464,0.0019585249080514,0.0011970070166372
Yibinshi_511500,4013824.277576685,3036718.569587103,219,127,75,59,45,39,2615041.674999997,43275.699999999975,77340,1.7345132743362832,0.0048575006094212,0.0028464663283061,0.0013402365808136,0.001132961284668,0.001132961284668,0.0013319843995729,0.000843340654287
Guanganshi_511600,2514047.4684634213,3072788.596923672,226,131,77,60,45,40,2099093.7369999983,36285.99999999994,64620,1.7728613569321534,0.0062343739876968,0.0017322287971391,0.000774559459156,0.0017934906436623,0.0017934906436623,0.0008839673457917,0.0004523604593809
Dazhoushi_511700,5167790.527298927,3077340.908321665,221,127,76,59,45,40,1886788.471,35162.89999999997,60720,1.781710914454277,0.0061984295425822,0.002217288657353,0.0013879746535685,0.0016599949325124,0.0016599949325124,0.0013397373137581,0.0007025935470632
Yaanshi_511800,1488820.9625971315,2760698.346707267,206,119,71,55,43,37,2381208.208999998,40673.59999999996,80700,1.781710914454277,0.0039493488974202,0.0020391622375376,0.0012936059171178,0.0008900859296522,0.0008900859296522,0.001046360757884,0.0005371634130007
Bazhongshi_511900,3234391.2354586124,2949624.102989355,211,121,72,50,43,38,1904986.130000001,33968.69999999997,63360,1.8023598820059,0.0024111232519438,0.0019213548362588,0.0012452109430962,0.0005844928135789,0.0005844928135789,0.0009887722983768,0.0005810140287274
Ziyangshi_512000,2898271.1932706838,2930934.0938412286,219,128,77,60,45,39,2337289.1789999967,39512.19999999998,71100,1.6843657817109143,0.0025387612506453,0.0021543809982588,0.0010387500908688,0.0006680696110053,0.0006680696110053,0.0009381690673277,0.0006150320698112
Abazangzuqiangzuzizhizhou_513200,954467.3792188764,2441820.6228993274,186,111,68,48,42,37,2399374.921999997,40219.59999999997,90000,0.9233038348082596,7.217526023167567e-107,0.0004411764705882,0.0,-0.0,-0.0,0.0,0.0004696980744918
Liangshanyizuzizhizhou_513400,5421746.6596438885,2791822.322270757,229,133,79,62,46,40,2721177.6779999966,46394.69999999996,86400,1.781710914454277,0.0026458677581304,0.0025972245905392,0.0010887895096844,0.000591618034908,0.000591618034908,0.001126739780269,0.0007152834575721
Guiyangshi_520100,4978425.026933193,3395351.475695246,201,113,67,48,40,35,2628981.2559999945,45013.19999999984,75240,1.6578171091445428,0.0095998250563047,0.0078042426639835,0.0048808516250085,0.0022369616533172,0.0022369616533172,0.0048025311775262,0.0027325561222552
Liupanshuishi_520200,2924702.780293703,3297801.67853796,230,133,79,60,46,41,2969400.529000001,55086.9999999998,93600,1.6519174041297937,0.0028318227081655,0.0024725291635196,0.0011454711423904,0.0006229649304329,0.0006229649304329,0.0012823364181455,0.0006596542965436
Zunyishi_520300,5751263.696414471,3211195.426035127,217,125,74,57,44,38,2456147.239,46005.99999999992,79920,1.7551622418879056,0.0066937276671811,0.0037215134134323,0.0026764051308893,0.0018081432283553,0.0018081432283553,0.0022893935452653,0.0012658081123959
Anshunshi_520400,2305711.7127785683,3396230.857676578,218,126,75,57,44,38,2732764.2019999987,47449.89999999987,81900,1.6991150442477876,0.0032707076697003,0.0024520600393267,0.001199913413225,0.0007365668526137,0.0007365668526137,0.0013074423909974,0.000703171383861
Bijieshi_520500,6649410.415569782,3180064.4476505998,231,134,80,61,46,42,2786574.117999997,47294.89999999999,82560,1.646017699115044,0.0063799377440086,0.0043976323609763,0.003049810781476,0.0014707361982028,0.0014707361982028,0.0026651586928283,0.0012577861016029
Tongrenshi_520600,2939265.4247765546,3363333.758830914,226,131,77,60,45,40,2219268.2640000004,41063.499999999854,69720,1.640117994100295,0.0049969912488833,0.0018587905702575,0.0008655732394326,0.0012138471290926,0.0012138471290926,0.0012719002502055,0.0005453387520887
Qianxinanbuyizumiaozuzizhizhou_522300,2776647.418962479,3379673.128566421,229,132,79,60,46,40,2894345.875000004,51362.49999999983,86400,1.6253687315634218,0.0042886849488675,0.0018051641875594,0.0007183404301492,0.0009493846581245,0.0009493846581245,0.0009928804445554,0.0005042660380126
Qiandongnanmiaozudongzuzizhizhou_522600,3142338.81011796,3484561.522018459,214,126,76,59,45,39,2440879.617000001,46169.49999999985,73860,0.696165191740413,7.217526023167567e-107,0.0004411764705882,0.0,-0.0,-0.0,0.0,0.0006970353193899
Qiannanbuyizumiaozuzizhizhou_522700,2971051.3430149555,3431968.5621118066,217,126,75,57,44,38,2536167.5859999983,44850.49999999985,80760,1.6224188790560472,0.0058420261024145,0.0030095352113382,0.002089437498672,0.0013812516877382,0.0013812516877382,0.0017122600446678,0.000916907606125
Kunmingshi_530100,7153728.968851209,3183120.5172250327,201,113,67,48,40,35,3170157.366000001,57863.89999999977,97200,1.6253687315634218,0.0078997414130676,0.0104820436368281,0.0042050010261792,0.001739980167001,0.001739980167001,0.0049140817688588,0.0035489431811069
Yuxishi_530400,2547584.068433523,3295194.812226293,226,131,78,60,45,39,3321413.036,62838.299999999705,104400,1.6371681415929202,0.001252892302642,0.0024423804890547,0.0007570899415223,0.0002844032924677,0.0002844032924677,0.0009067897313017,0.0006552171763626
Baoshanshi_530500,2632500.686042547,2990635.1669509783,239,137,81,63,47,43,3732373.3130000057,74973.59999999983,115200,1.6253687315634218,0.0004136236396813,0.0017150902052299,0.0003467616782778,8.93445792834432e-05,8.93445792834432e-05,0.000423919956624,0.0003230350204071
Zhaotongshi_530600,5530025.939861298,3061570.3768346505,239,139,83,63,47,44,2793001.640999997,48041.2,82200,1.6873156342182891,0.003196514347055,0.0028377284965601,0.0011994685770196,0.0007137323433771,0.0007137323433771,0.0013352347380661,0.0007854655800808
Lijiangshi_530700,1348953.345793724,2869092.585152903,205,117,69,49,42,37,3656955.3920000056,72872.19999999982,118800,1.8141592920353984,0.0017086833614999,0.0017610073610876,0.0005613418850153,0.0003811625390171,0.0003811625390171,0.000730655525868,0.0004632083388011
Chuxiongyizuzizhizhou_532300,2871945.80852139,3092774.217575324,231,135,81,62,46,42,3341370.4640000025,61562.09999999976,100800,1.6224188790560472,0.0008164586448016,0.0021015435866575,0.0006354160272921,0.0001843527421152,0.0001843527421152,0.0007368440682561,0.0005496500506774
Honghehanizuyizuzizhizhou_532500,4888527.863129616,3394316.4916544366,239,139,83,63,47,43,3306345.441,63632.6999999997,104400,1.6696165191740413,0.0022842593545298,0.0025624588946475,0.0008140559157192,0.0005040930565264,0.0005040930565264,0.0009952184846688,0.0006947144823625
Wenshanzhuangzumiaozuzizhizhou_532600,3792482.8464984894,3470113.475051548,246,143,86,64,48,45,3242209.9700000016,56934.399999999805,100800,1.551622418879056,0.0048594852533562,0.0017023728291812,0.0005381767926295,0.0010708539260176,0.0010708539260176,0.0006633914656639,0.0004400173928704
Dehongdaizujingpozuzizhizhou_533100,1388299.315829754,3016802.4075523587,244,141,84,64,47,44,3890067.0340000046,80440.69999999991,126000,1.6283185840707963,0.0003786065667461,0.0009513583732318,0.0001634212222168,8.59847777603837e-05,8.59847777603837e-05,0.0001957476204519,0.0001417700609417
Xianshi_610100,9681851.763688087,2960624.355269206,173,98,58,43,36,31,1343335.2549999992,23331.000000000004,42120,1.7227138643067843,0.0127773488060809,0.0148321482497461,0.0111627604011882,0.0029155475895868,0.0029155475895868,0.0094976364671469,0.0098782824062343
Tongchuanshi_610200,894127.6516155005,2966624.283530967,199,117,71,55,43,38,1257751.6549999996,21805.90000000003,42360,1.5634218289085546,0.0005178609714288,0.0011839023928643,0.0005171706765566,0.0001100498719535,0.0001100498719535,0.0004607306649519,0.0004468213862915
Baojishi_610300,3886630.2803583145,2765436.836196775,196,114,69,48,40,37,1501911.0990000002,25509.699999999983,45960,1.705014749262537,0.001708606943995,0.0024742469204773,0.001504687111233,0.0003790979439398,0.0003790979439398,0.0012541601164675,0.0013104245270858
Xianyangshi_610400,5414396.659724474,2864909.7742341384,188,110,67,48,41,36,1406430.002999999,25738.799999999985,47520,1.7551622418879056,0.0074199590475426,0.006695703669126,0.0046338880860951,0.0016178411748693,0.0016178411748693,0.0040106234526793,0.0040191274304998
Weinanshi_610500,5215835.680216908,3017939.565951164,194,113,68,48,41,36,1202353.2239999997,21575.600000000024,36780,1.7315634218289084,0.003495028644485,0.0037057357544541,0.0026173761384548,0.0007702838344422,0.0007702838344422,0.0020900089432094,0.002225433466476
Yananshi_610600,2325161.561426282,2748952.419068913,189,109,65,47,39,35,1083278.8650000002,19203.700000000008,38820,1.8200589970501475,0.0014914264797311,0.0019730029203406,0.0013451559770749,0.0003365503894566,0.0003365503894566,0.0010493351172915,0.0010217174167261
Hanzhongshi_610700,3458409.8001092672,2818407.467287137,204,118,71,49,41,38,1659059.5840000005,27651.89999999997,51420,1.7581120943952802,0.0033930957322428,0.0017900359057397,0.0010554182587707,0.0007578615874965,0.0007578615874965,0.0010721831237484,0.0007816401399796
Ankangshi_610900,2588710.3768206835,3006090.138687334,204,119,71,50,43,38,1660036.1440000008,28222.299999999967,49500,1.7551622418879056,0.0018633935214338,0.0016306586351652,0.0009067540308122,0.0004180076354207,0.0004180076354207,0.0012642371751999,0.0006940448451247
Shangluoshi_611000,2327032.1188538074,3072884.323558493,207,122,74,58,44,38,1416777.289999999,26225.099999999973,45540,1.7138643067846608,0.0012694778319819,0.0015328921537371,0.0007797440825063,0.0002814368816721,0.0002814368816721,0.0008720729280383,0.0006851989407153
Lanzhoushi_620100,4106425.199535311,2293821.146621597,185,105,62,45,38,33,1630657.4750000006,32367.999999999996,57360,1.728613569321534,0.0027603839563041,0.0073629689553241,0.0031321200267395,0.0006404114610953,0.0006404114610953,0.0025901596086001,0.0025159282088498
Jiayuguanshi_620200,284589.6789858043,1607470.124268333,189,108,64,46,38,34,2165296.1730000004,51920.69999999988,75360,1.4896755162241888,6.120965384428219e-05,0.0015325262852863,0.0003553671785958,1.2285097375846371e-05,1.2285097375846371e-05,0.0003262632935295,0.0002909340730772
Jinchangshi_620300,476982.3227905631,2039557.8887115608,199,115,68,47,42,36,1755866.65,37701.99999999992,62100,1.4424778761061947,5.961179690297829e-05,0.0010473571907297,0.0002136118921702,1.285093547377457e-05,1.285093547377457e-05,0.0001914043460708,0.0002058295259551
Baiyinshi_620400,1733323.0737644732,2335111.018705401,202,117,70,49,43,37,1521664.5770000005,28625.200000000008,52860,1.5870206489675516,0.0003954758664705,0.0019977101924267,0.0006663101466229,8.22532810495771e-05,8.22532810495771e-05,0.0005706883146318,0.0005868103679357
Tianshuishi_620500,3262645.157170773,2600866.606985052,200,115,69,48,40,37,1688529.4230000002,31516.599999999973,56220,1.761061946902655,0.0007819249898891,0.002245823619881,0.0011308548022487,0.0001863224093218,0.0001863224093218,0.0009335531879249,0.0007953268854207
Zhangyeshi_620700,1146701.8943299055,1582086.5566255916,201,116,70,48,40,37,2203266.606999998,53304.59999999985,70440,1.6106194690265487,0.000224456452747,0.0016198026356963,0.0004317476626784,4.786547085000949e-05,4.786547085000949e-05,0.0003813202673427,0.0003630253102103
Pingliangshi_620800,2021499.423143864,2626761.2734190635,204,118,71,49,41,38,1643549.808,28206.59999999997,54780,1.6342182890855457,0.0005059723380546,0.0016945002807276,0.00079013354041,0.0001133416379016,0.0001133416379016,0.0005588833797733,0.0005589232731463
Jiuquanshi_620900,1210099.8064924255,1078101.6106655838,190,109,65,46,38,35,2342556.3559999987,58037.99999999982,74640,1.7581120943952802,0.0005644813754728,0.0026135865990874,0.0007798518935381,0.0001337865172701,0.0001337865172701,0.0006898111320765,0.0006189235802724
Qingyangshi_621000,2025975.709099412,2645486.7341929907,190,110,66,47,39,35,1333322.465000001,25436.60000000001,47640,1.6755162241887906,0.0005499068987823,0.0015491670170668,0.0008769656061893,0.0001240972569724,0.0001240972569724,0.0005765399513134,0.0006403652056454
Dingxishi_621100,2655485.24068141,2417517.308936025,209,121,73,51,44,38,1831725.58,37121.59999999991,62340,1.6283185840707963,0.0003676257270264,0.0025816212026376,0.0010115806303825,8.957403193697693e-05,8.957403193697693e-05,0.0007859912266293,0.0007385003292691
Longnanshi_621200,2574861.509556532,2599802.492458714,201,115,69,48,40,36,1739533.2480000004,32240.899999999976,62760,1.648967551622419,0.0004651323584707,0.0015483759048332,0.0007726522878164,0.0001172761778175,0.0001172761778175,0.0005174748647944,0.0005093416143035
Xiningshi_630100,2647902.21474123,2065235.8676047607,192,109,64,46,38,34,1976095.9589999996,45541.699999999866,67020,1.775811209439528,0.0015899821858216,0.0051363483233431,0.0015750977442264,0.0003696735678749,0.0003696735678749,0.0014166438111713,0.0010232317982353
Haidongshi_630200,1392483.8983876703,2179291.2998129283,206,119,72,56,43,37,1766529.638,37988.999999999935,63060,1.6017699115044248,0.0003799042101793,0.0036749536949213,0.0009874095654926,7.425604040329704e-05,7.425604040329704e-05,0.0008948582815091,0.0005311566979073
Huangnanzangzuzizhizhou_632300,323114.5818274021,2202606.947690122,210,125,75,59,47,41,1929244.9299999992,43803.69999999985,80340,0.9085545722713864,7.217526023167567e-107,0.0004411764705882,0.0,-0.0,-0.0,0.0,7.980531659465715e-05
Hainanzangzuzizhizhou_632500,524489.9839630127,1939545.0253761471,200,118,72,49,44,38,2030415.455,47394.09999999988,71820,0.9174041297935104,7.217526023167567e-107,0.0004411764705882,0.0,-0.0,-0.0,0.0,0.0001423597070893
Guoluozangzuzizhizhou_632600,230336.3936291933,1931312.1920649477,216,127,76,58,47,41,2579484.560999999,66401.8999999999,97200,0.8967551622418879,7.217526023167567e-107,0.0004411764705882,0.0,-0.0,-0.0,0.0,3.951464756710868e-05
Yinchuanshi_640100,2404075.646860242,2464606.999178319,176,100,59,44,36,32,1229716.2230000012,22183.10000000003,42840,1.7994100294985251,0.0028715923343806,0.0053850013610221,0.0026664169509213,0.0006466775978299,0.0006466775978299,0.002375944753257,0.0023242315894515
Shizuishanshi_640200,754228.2801419795,2466948.487301408,186,108,66,47,40,35,1154835.5420000013,20830.300000000032,40080,1.5398230088495577,0.0002513610571775,0.0017794504348173,0.0007085389059908,3.494831568144263e-05,3.494831568144263e-05,0.0006457158222132,0.0006369515284692
Wuzhongshi_640300,1582394.940980941,2489064.078872421,194,113,69,52,42,37,1264594.919000001,23695.000000000025,45600,1.6283185840707963,0.0005247892674175,0.0029371940522207,0.001208610794764,8.409729588022098e-05,8.409729588022098e-05,0.0014277114807467,0.0010467499228924
Guyuanshi_640400,1543676.95398283,2508578.889024148,212,124,75,59,44,40,1531463.6750000005,29224.80000000001,54780,1.5309734513274336,0.0001654805083119,0.0016107087427027,0.0005526574554303,2.987620886542061e-05,2.987620886542061e-05,0.0004965197835455,0.0004611773531996
Zhongweishi_640500,1072537.156352669,2387933.409636614,195,113,69,50,41,36,1385916.0310000004,24582.90000000001,48120,1.6578171091445428,0.0002912288839009,0.0022268340543193,0.0008027467742346,5.810363618534811e-05,5.810363618534811e-05,0.0007682474713619,0.0007035931519896
Kelamayishi_650200,289780.22494870424,0.0,187,106,62,45,38,33,3415761.927999996,77417.29999999986,37020,1.3805309734513274,2.94957861359342e-05,0.0013787517386924,0.0001583033120857,4.3689960459087376e-06,4.3689960459087376e-06,0.0001285993276719,0.0001801385270774
Hamishi_650500,665927.6035458893,633619.1185324708,195,112,67,47,39,36,2379135.6199999987,54786.19999999991,79080,1.5604719764011798,8.13753136697804e-05,0.0015061208939751,0.0003277250410421,2.1987566536155297e-05,2.1987566536155297e-05,0.0002553843315805,0.0002777682829998
Changjihuizuzizhizhou_652300,3123685.631520614,0.0,226,130,77,52,46,41,2963250.761999995,67553.10000000002,100800,1.5663716814159292,7.991079070130741e-05,0.0022992858559344,0.0003885365839513,1.7918851579024304e-05,1.7918851579024304e-05,0.0002911756229892,0.0003589486977124
Boertalamengguzizhizhou_652700,464228.562254548,88367.46787347808,229,132,78,51,48,42,3497331.609999996,80179.59999999993,115200,1.2566371681415929,1.1120861963258364e-05,0.0008102760039515,6.807449423475128e-05,1.519292623425137e-06,1.519292623425137e-06,6.3177381814936e-05,7.44992650432736e-05
Kezileisukeerkezizizhizhou_653000,715692.4933770894,854140.8496933667,246,143,85,64,53,45,4358550.889999993,91407.69999999992,136800,0.9233038348082596,7.217526023167567e-107,0.0004411764705882,0.0,-0.0,-0.0,0.0,9.50607093108758e-05
Kashidiqu_653100,4737869.877841413,876421.6062890553,244,139,82,64,47,43,4399955.147999986,90213.19999999992,140400,1.6017699115044248,0.0005438829478272,0.0018093814905854,0.0003271362015769,0.0001207148388683,0.0001207148388683,0.0002496461458945,0.0002277478693803
Yilihasakezizhizhou_654000,2398408.0038330555,145920.18946284146,220,126,75,50,42,40,3558536.144999997,79083.79999999993,126000,1.5781710914454277,0.0009567201915836,0.0021018453188064,0.0003125279212028,0.0002089646658642,0.0002089646658642,0.0002592224264809,0.0003012129433925
Shihezishi_659001,567232.1615432501,109958.03804777205,216,124,74,49,45,39,3150977.4269999964,71198.89999999992,100800,1.4129793510324484,1.728922245486378e-05,0.0013814298335906,0.0001792164874631,3.5106576262238174e-06,3.5106576262238174e-06,0.0001365489830231,0.0001732422216191
